timestamp,area_atuacao,tempo_atuacao,proximidade_motorista,secao,id,metrica,impacto_engajamento,impacto_retencao
2026-03-17T11:43:10.729Z,Tecnologia,42-48,menos_1_mes,19. Alertas Automatizados,19.1,14 dias sem login,5,4
2026-03-17T11:43:10.729Z,Tecnologia,42-48,menos_1_mes,19. Alertas Automatizados,19.2,30 dias sem frete,4,4
2026-03-17T11:43:10.729Z,Tecnologia,42-48,menos_1_mes,19. Alertas Automatizados,19.3,Queda 50% candidaturas,1,4
2026-03-17T11:43:10.729Z,Tecnologia,42-48,menos_1_mes,19. Alertas Automatizados,19.4,Alto valor + risco evasao,2,4
2026-03-17T11:43:10.729Z,Tecnologia,42-48,menos_1_mes,19. Alertas Automatizados,19.5,CNH vencendo (7 dias),3,3
2026-03-17T11:43:10.729Z,Tecnologia,42-48,menos_1_mes,19. Alertas Automatizados,19.6,Poucas ofertas aderentes,5,4
2026-03-17T11:43:10.729Z,Tecnologia,42-48,menos_1_mes,19. Alertas Automatizados,19.7,Ocorrencia recente + risco,4,3
2026-03-17T11:43:18.546Z,Data Science,36-42,1_semana,19. Alertas Automatizados,19.1,14 dias sem login,5,5
2026-03-17T11:43:18.546Z,Data Science,36-42,1_semana,19. Alertas Automatizados,19.2,30 dias sem frete,5,1
2026-03-17T11:43:18.546Z,Data Science,36-42,1_semana,19. Alertas Automatizados,19.3,Queda 50% candidaturas,4,2
2026-03-17T11:43:18.546Z,Data Science,36-42,1_semana,19. Alertas Automatizados,19.4,Alto valor + risco evasao,5,5
2026-03-17T11:43:18.546Z,Data Science,36-42,1_semana,19. Alertas Automatizados,19.5,CNH vencendo (7 dias),2,2
2026-03-17T11:43:18.546Z,Data Science,36-42,1_semana,19. Alertas Automatizados,19.6,Poucas ofertas aderentes,5,3
2026-03-17T11:43:18.546Z,Data Science,36-42,1_semana,19. Alertas Automatizados,19.7,Ocorrencia recente + risco,3,3
2026-03-17T11:43:26.848Z,Tecnologia,36-42,varias_dia,19. Alertas Automatizados,19.1,14 dias sem login,1,4
2026-03-17T11:43:26.848Z,Tecnologia,36-42,varias_dia,19. Alertas Automatizados,19.2,30 dias sem frete,4,2
2026-03-17T11:43:26.848Z,Tecnologia,36-42,varias_dia,19. Alertas Automatizados,19.3,Queda 50% candidaturas,4,5
2026-03-17T11:43:26.848Z,Tecnologia,36-42,varias_dia,19. Alertas Automatizados,19.4,Alto valor + risco evasao,3,3
2026-03-17T11:43:26.848Z,Tecnologia,36-42,varias_dia,19. Alertas Automatizados,19.5,CNH vencendo (7 dias),3,4
2026-03-17T11:43:26.848Z,Tecnologia,36-42,varias_dia,19. Alertas Automatizados,19.6,Poucas ofertas aderentes,1,5
2026-03-17T11:43:26.848Z,Tecnologia,36-42,varias_dia,19. Alertas Automatizados,19.7,Ocorrencia recente + risco,4,1
2026-03-17T11:43:34.621Z,Marketing,36-42,1_dia,19. Alertas Automatizados,19.1,14 dias sem login,3,3
2026-03-17T11:43:34.621Z,Marketing,36-42,1_dia,19. Alertas Automatizados,19.2,30 dias sem frete,2,3
2026-03-17T11:43:34.621Z,Marketing,36-42,1_dia,19. Alertas Automatizados,19.3,Queda 50% candidaturas,5,4
2026-03-17T11:43:34.621Z,Marketing,36-42,1_dia,19. Alertas Automatizados,19.4,Alto valor + risco evasao,1,2
2026-03-17T11:43:34.621Z,Marketing,36-42,1_dia,19. Alertas Automatizados,19.5,CNH vencendo (7 dias),1,4
2026-03-17T11:43:34.621Z,Marketing,36-42,1_dia,19. Alertas Automatizados,19.6,Poucas ofertas aderentes,1,5
2026-03-17T11:43:34.621Z,Marketing,36-42,1_dia,19. Alertas Automatizados,19.7,Ocorrencia recente + risco,2,5
2026-03-17T11:43:42.425Z,Marketing,54-60,menos_1_mes,19. Alertas Automatizados,19.1,14 dias sem login,5,1
2026-03-17T11:43:42.425Z,Marketing,54-60,menos_1_mes,19. Alertas Automatizados,19.2,30 dias sem frete,5,5
2026-03-17T11:43:42.425Z,Marketing,54-60,menos_1_mes,19. Alertas Automatizados,19.3,Queda 50% candidaturas,2,2
2026-03-17T11:43:42.425Z,Marketing,54-60,menos_1_mes,19. Alertas Automatizados,19.4,Alto valor + risco evasao,5,1
2026-03-17T11:43:42.425Z,Marketing,54-60,menos_1_mes,19. Alertas Automatizados,19.5,CNH vencendo (7 dias),1,1
2026-03-17T11:43:42.425Z,Marketing,54-60,menos_1_mes,19. Alertas Automatizados,19.6,Poucas ofertas aderentes,2,5
2026-03-17T11:43:42.425Z,Marketing,54-60,menos_1_mes,19. Alertas Automatizados,19.7,Ocorrencia recente + risco,2,1
2026-03-17T11:43:50.226Z,Marketing,36-42,menos_1_mes,19. Alertas Automatizados,19.1,14 dias sem login,3,5
2026-03-17T11:43:50.226Z,Marketing,36-42,menos_1_mes,19. Alertas Automatizados,19.2,30 dias sem frete,2,1
2026-03-17T11:43:50.226Z,Marketing,36-42,menos_1_mes,19. Alertas Automatizados,19.3,Queda 50% candidaturas,5,2
2026-03-17T11:43:50.226Z,Marketing,36-42,menos_1_mes,19. Alertas Automatizados,19.4,Alto valor + risco evasao,1,3
2026-03-17T11:43:50.226Z,Marketing,36-42,menos_1_mes,19. Alertas Automatizados,19.5,CNH vencendo (7 dias),4,2
2026-03-17T11:43:50.226Z,Marketing,36-42,menos_1_mes,19. Alertas Automatizados,19.6,Poucas ofertas aderentes,5,5
2026-03-17T11:43:50.226Z,Marketing,36-42,menos_1_mes,19. Alertas Automatizados,19.7,Ocorrencia recente + risco,2,4
2026-03-17T11:43:58.591Z,Logistica,18-24,menos_1_mes,19. Alertas Automatizados,19.1,14 dias sem login,4,5
2026-03-17T11:43:58.591Z,Logistica,18-24,menos_1_mes,19. Alertas Automatizados,19.2,30 dias sem frete,1,2
2026-03-17T11:43:58.591Z,Logistica,18-24,menos_1_mes,19. Alertas Automatizados,19.3,Queda 50% candidaturas,1,4
2026-03-17T11:43:58.591Z,Logistica,18-24,menos_1_mes,19. Alertas Automatizados,19.4,Alto valor + risco evasao,5,2
2026-03-17T11:43:58.591Z,Logistica,18-24,menos_1_mes,19. Alertas Automatizados,19.5,CNH vencendo (7 dias),3,2
2026-03-17T11:43:58.591Z,Logistica,18-24,menos_1_mes,19. Alertas Automatizados,19.6,Poucas ofertas aderentes,5,3
2026-03-17T11:43:58.591Z,Logistica,18-24,menos_1_mes,19. Alertas Automatizados,19.7,Ocorrencia recente + risco,1,5
